# locus_id	locus_tag	location	classification	internal_stop	indel	ref_id	description	query_cov	ref_cov	identity
MGA_29812	LOCUS_161560	sequence11169:112..>878(-)	partial			WP_010918229.1	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	93.7	59.2	82.8
MGA_29830	LOCUS_161580	sequence11179:285..>878(-)	internal_stop_codon	285..287(-)		WP_012257389.1	cytochrome P450	79.2	35.0	27.8
MGA_29834	LOCUS_161610	sequence11181:357..>878(-)	partial			WP_012640065.1	carboxylesterase/lipase family protein	90.8	28.8	40.8
MGA_29848	LOCUS_161640	sequence11189:213..>877(-)	partial			WP_010958153.1	PA0069 family radical SAM protein	95.5	59.3	40.8
MGA_29862	LOCUS_161660	sequence11198:70..>877(-)	partial			WP_005066720.1	DUF445 domain-containing protein	97.0	59.6	78.5
MGA_29873	LOCUS_161680	sequence11204:231..>877(-)	partial			WP_015705632.1	oxidoreductase	91.1	54.2	53.3
MGA_29897	LOCUS_161710	sequence11219:<1..513(+)	partial			WP_013529620.1	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	89.4	37.1	69.7
MGA_29909	LOCUS_161740	sequence11228:<1..644(+)	partial			WP_013531202.1	aspartate aminotransferase family protein	98.6	47.1	84.7
MGA_29911	LOCUS_161750	sequence11229:9..812(-)	partial			WP_008762326.1	acyl-CoA carboxylase subunit beta	94.4	49.0	66.7
MGA_29920	LOCUS_161770	sequence11234:285..827(-)	internal_stop_codon	285..287(-)		WP_011036327.1	sensor histidine kinase	99.4	45.5	48.6
MGA_29923	LOCUS_161780	sequence11236:237..815(-)	partial			WP_013529127.1	elongation factor P	53.6	54.8	82.5
MGA_29929	LOCUS_161800	sequence11239:247..>875(-)	partial			WP_011036171.1	UDP-2,3-diacylglucosamine diphosphatase	83.2	72.9	48.9
MGA_29939	LOCUS_161820	sequence11246:<1..675(+)	partial			WP_005795192.1	gliding motility-associated protein GldE	100.0	50.2	46.7
MGA_29945	LOCUS_161840	sequence11249:94..>875(-)	partial			WP_010970600.1	DNA topoisomerase (ATP-hydrolyzing) subunit B	47.1	15.2	48.8
MGA_29951	LOCUS_161850	sequence11252:250..>875(-)	partial			WP_012066620.1	branched-chain amino acid ABC transporter permease	100.0	67.3	80.2
MGA_29962	LOCUS_161870	sequence11258:375..>875(-)	partial			WP_003406424.1	NYN domain-containing protein	84.9	53.4	76.6
MGA_29965	LOCUS_161880	sequence11260:89..289(-)	partial			WP_028173514.1	extracellular solute-binding protein	86.4	9.1	66.7
MGA_29981	LOCUS_161900	sequence11270:<1..781(+)	partial			WP_010921265.1	TonB-dependent receptor	100.0	33.9	66.4
MGA_29987	LOCUS_161920	sequence11274:16..246(+)	partial			WP_002719330.1	type I DNA topoisomerase	47.4	4.1	61.1
MGA_30002	LOCUS_161960	sequence11282:148..600(-)	internal_stop_codon	793..795(-),685..687(-),616..618(-)		WP_011963843.1	aminotransferase class V-fold PLP-dependent enzyme	99.3	37.2	86.6
MGA_30005	LOCUS_161970	sequence11284:265..>874(-)	partial			WP_011038761.1	FAD-dependent oxidoreductase	91.6	45.2	45.2
MGA_30012	LOCUS_161990	sequence11288:<1..587(+)	partial			WP_009659881.1	carbamate kinase	68.0	41.9	41.7
MGA_30019	LOCUS_162010	sequence11293:<1..844(+)	partial			WP_013529459.1	aspartate kinase	99.6	66.9	88.5
MGA_30020	LOCUS_162020	sequence11294:<1..580(+)	partial			WP_014329146.1	NUDIX domain-containing protein	69.8	83.3	44.5
MGA_30023	LOCUS_162030	sequence11296:21..>873(-)	partial			WP_011389607.1	pyridoxine 5'-phosphate synthase	62.2	69.5	65.9
MGA_30025	LOCUS_162040	sequence11297:175..870(-)	partial			WP_175611800.1	diguanylate cyclase	80.1	33.6	56.2
MGA_30030	LOCUS_162070	sequence11300:144..425(-)	partial			WP_004199502.1	YdiU family protein	89.2	15.9	61.4
MGA_30034	LOCUS_162090	sequence11301:278..739(+)	internal_stop_codon	62..64(+),86..88(+),77..79(+)		WP_011249477.1	alpha/beta hydrolase-fold protein	88.2	29.6	38.2
MGA_30038	LOCUS_162100	sequence11303:140..850(+)	internal_stop_codon	848..850(+)		WP_004190177.1	ornithine carbamoyltransferase	99.6	76.1	69.4
MGA_30041	LOCUS_162110	sequence11306:<1..592(+)	partial			WP_010942594.1	AMP-binding protein	98.0	43.7	36.9
MGA_30050	LOCUS_162140	sequence11310:19..549(-)	partial			WP_010921360.1	cell division protein ZapE	90.3	42.7	66.7
MGA_30057	LOCUS_162150	sequence11314:<1..743(+)	partial			WP_027480227.1	alpha/beta hydrolase	87.4	69.6	38.6
MGA_30067	LOCUS_162190	sequence11321:<1..861(+)	partial			WP_007326127.1	citrate synthase	100.0	66.4	63.9
MGA_30074	LOCUS_162210	sequence11326:12..>872(-)	partial			WP_010968432.1	MFS transporter	96.9	57.1	41.6
MGA_30077	LOCUS_162230	sequence11329:<1..613(+)	partial			WP_005816804.1	inorganic phosphate transporter	99.0	58.5	51.7
MGA_30082	LOCUS_162250	sequence11332:38..433(-)	partial			WP_010974879.1	mobile mystery protein A	58.0	49.7	50.0
MGA_30090	LOCUS_162270	sequence11337:28..417(-)	partial			WP_012439348.1	fasciclin domain-containing protein	78.3	57.8	49.5
MGA_30091	LOCUS_162280	sequence11337:410..730(+)	partial			WP_003977014.1	phosphoserine phosphatase SerB	74.5	19.3	72.2
MGA_30096	LOCUS_162290	sequence11339:312..713(+)	partial			WP_011086828.1	ribosome biogenesis GTPase Der	98.5	28.5	51.1
MGA_30113	LOCUS_162310	sequence11349:<1..657(+)	partial			WP_003813030.1	tripartite tricarboxylate transporter substrate binding protein BugE	98.6	65.9	38.9
MGA_30117	LOCUS_162320	sequence11351:<1..571(+)	partial			WP_162494144.1	PAS-domain containing protein	86.8	14.8	43.7
MGA_30134	LOCUS_162350	sequence11361:<1..754(+)	partial			WP_002719435.1	ABC transporter ATP-binding protein	73.6	67.0	57.3
MGA_30149	LOCUS_162380	sequence11372:12..647(-)	partial			WP_010969273.1	OmpP1/FadL family transporter	92.9	53.6	32.2
MGA_30151	LOCUS_162390	sequence11374:24..449(-)	partial			WP_013224706.1	AarF/UbiB family protein	61.0	13.3	57.0
MGA_30173	LOCUS_162430	sequence11387:470..868(-)	partial			WP_086018623.1	LTA synthase family protein	99.2	20.5	66.4
MGA_30175	LOCUS_162440	sequence11388:224..688(-)	partial			WP_010921451.1	very short patch repair endonuclease	56.5	57.6	71.3
MGA_30182	LOCUS_162450	sequence11393:<1..708(+)	internal_stop_codon	706..708(+)		WP_081163175.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	99.6	31.1	49.4
MGA_30184	LOCUS_162460	sequence11394:342..857(-)	partial			WP_011963406.1	capsular polysaccharide biosynthesis protein	77.2	54.4	45.5
MGA_30200	LOCUS_162480	sequence11405:99..>869(-)	frameshift		128,110	WP_011035282.1	M28 family metallopeptidase	91.0	39.4	56.8
MGA_30211	LOCUS_162510	sequence11412:283..>869(-)	partial			WP_003815066.1	amino acid ABC transporter permease	97.4	51.4	62.4
MGA_30212	LOCUS_162520	sequence11413:<1..599(+)	partial			WP_010918656.1	alpha/beta hydrolase	99.0	51.6	76.5
MGA_30221	LOCUS_162540	sequence11417:40..615(-)	partial			WP_037394980.1	LysR family transcriptional regulator	92.1	59.7	47.3
MGA_30223	LOCUS_162560	sequence11418:488..868(-)	partial			WP_004188376.1	acetate--CoA ligase	99.2	18.9	80.8
MGA_30230	LOCUS_162570	sequence11422:155..>868(-)	partial			WP_013529844.1	TolC family protein	95.8	46.9	46.7
MGA_30231	LOCUS_162580	sequence11423:<1..624(+)	partial			WP_012869429.1	glycosyltransferase family protein	55.1	43.2	48.2
MGA_30235	LOCUS_162600	sequence11425:<1..535(+)	partial			WP_011109109.1	pectate lyase	96.6	36.6	33.2
MGA_30253	LOCUS_162650	sequence11434:<1..552(+)	partial			WP_011073016.1	Gfo/Idh/MocA family oxidoreductase	97.8	39.9	37.2
MGA_30255	LOCUS_162660	sequence11435:2..>868(-)	partial			WP_004194643.1	asparagine synthase (glutamine-hydrolyzing)	95.8	44.7	35.5
MGA_30257	LOCUS_162670	sequence11436:301..>868(-)	partial			WP_011103412.1	ABC transporter ATP-binding protein	67.6	28.0	62.2
MGA_30260	LOCUS_162680	sequence11439:185..754(+)	partial			WP_013096673.1	SDR family oxidoreductase	68.3	43.9	43.4
MGA_30270	LOCUS_162700	sequence11444:164..>867(-)	internal_stop_codon	164..166(-),104..106(-)		WP_011036450.1	beta-galactosidase GalA	99.6	25.4	46.9
MGA_30287	LOCUS_162740	sequence11455:<1..626(+)	partial			WP_011082896.1	toprim domain-containing protein	100.0	60.2	71.2
MGA_30295	LOCUS_162760	sequence11460:148..753(-)	partial			WP_011975897.1	cobaltochelatase subunit CobN	78.6	12.6	63.4
MGA_30299	LOCUS_162770	sequence11462:288..725(-)	partial			WP_010972926.1	GNAT family N-acetyltransferase	55.2	15.0	40.2
MGA_30301	LOCUS_162780	sequence11464:<1..812(+)	partial			WP_005764775.1	EAL domain-containing protein	89.2	31.0	48.6
MGA_30303	LOCUS_162790	sequence11465:606..791(+)	partial			WP_013530016.1	branched-chain amino acid aminotransferase	80.3	16.5	77.6
MGA_30304	LOCUS_162800	sequence11466:18..>867(-)	partial			WP_010919440.1	DNA topoisomerase IV subunit A	99.6	38.1	74.7
MGA_30308	LOCUS_162810	sequence11468:565..867(-)	partial			WP_014208147.1	two-component system sensor histidine kinase CreC	100.0	21.1	70.0
MGA_30312	LOCUS_162820	sequence11470:298..606(+)	internal_stop_codon	604..606(+)		WP_011107325.1	ATP-binding cassette domain-containing protein	94.1	19.6	70.8
MGA_30316	LOCUS_162830	sequence11472:37..705(-)	partial			WP_011836198.1	molybdenum ABC transporter ATP-binding protein	94.1	57.1	47.6
MGA_30319	LOCUS_162840	sequence11473:272..>866(-)	partial			WP_005736511.1	thioredoxin-disulfide reductase	99.5	60.9	73.5
MGA_30320	LOCUS_162850	sequence11474:<1..576(+)	partial			WP_029446868.1	two-component regulator propeller domain-containing protein	97.9	13.1	38.0
MGA_30337	LOCUS_162870	sequence11487:360..>866(-)	partial			WP_015039836.1	dihydrolipoyllysine-residue acetyltransferase	100.0	30.4	73.8
MGA_30338	LOCUS_162880	sequence11488:166..675(-)	internal_stop_codon	166..168(-)		WP_011090563.1	TRAP transporter substrate-binding protein	90.5	45.6	37.2
MGA_30344	LOCUS_162900	sequence11491:155..598(+)	partial			WP_008763025.1	30S ribosomal protein S16	81.6	66.8	56.9
MGA_30349	LOCUS_162920	sequence11493:1..375(+)	partial			WP_011963816.1	proline dehydrogenase family protein	100.0	31.8	71.8
MGA_30353	LOCUS_162940	sequence11496:78..>866(-)	partial			WP_011037816.1	glutamate--tRNA ligase	93.5	52.5	70.2
MGA_30358	LOCUS_162950	sequence11499:<1..650(+)	partial			WP_010921513.1	diaminopimelate epimerase	95.3	71.5	68.0
MGA_30393	LOCUS_163010	sequence11521:316..531(+)	partial			WP_013531844.1	hypothetical protein	69.0	84.5	49.0
MGA_30403	LOCUS_163030	sequence11527:<1..765(+)	partial			WP_010918235.1	primosomal protein N'	99.2	35.0	55.6
MGA_30404	LOCUS_163040	sequence11528:250..750(-)	partial			WP_008762697.1	argininosuccinate synthase	68.7	28.4	52.6
MGA_30407	LOCUS_163050	sequence11529:521..826(+)	partial			WP_010971681.1	DUF72 domain-containing protein	95.0	36.1	60.4
MGA_30408	LOCUS_163060	sequence11530:3..>864(-)	partial			WP_011964377.1	aromatic amino acid ammonia-lyase	99.3	56.1	86.6
MGA_30412	LOCUS_163070	sequence11533:<1..501(+)	partial			WP_012640429.1	MarR family winged helix-turn-helix transcriptional regulator	72.3	70.4	70.0
MGA_30423	LOCUS_163100	sequence11540:216..>864(-)	partial			WP_010971295.1	glycoside hydrolase TIM-barrel-like domain-containing protein	93.5	14.3	66.7
MGA_30424	LOCUS_163110	sequence11541:<1..812(+)	internal_stop_codon	810..812(+),834..836(+)		WP_014207923.1	single-stranded-DNA-specific exonuclease RecJ	100.0	47.5	84.4
MGA_30428	LOCUS_163120	sequence11543:54..314(-)	partial			WP_011071157.1	S8 family serine peptidase	68.6	7.4	56.5
MGA_30436	LOCUS_163150	sequence11546:182..862(-)	partial			WP_011970054.1	amidohydrolase	60.6	25.3	65.0
MGA_30453	LOCUS_163180	sequence11557:5..862(-)	partial			WP_015923290.1	sensor histidine kinase PhyK	84.9	42.5	46.6
MGA_30465	LOCUS_163200	sequence11565:221..817(+)	partial			WP_011037131.1	ATP-dependent Clp protease ATP-binding subunit ClpA	100.0	26.1	60.3
MGA_30493	LOCUS_163240	sequence11585:227..802(+)	partial			WP_011037669.1	phosphoglucosamine mutase	93.2	38.1	52.5
MGA_30494	LOCUS_163250	sequence11586:<1..538(+)	partial			WP_004524724.1	IscS subfamily cysteine desulfurase	100.0	43.7	79.8
MGA_30509	LOCUS_163290	sequence11595:<1..554(+)	partial			WP_024265504.1	DNA topoisomerase (ATP-hydrolyzing) subunit B	100.0	22.0	76.0
MGA_30523	LOCUS_163300	sequence11603:379..804(+)	partial			WP_013095096.1	sugar ABC transporter ATP-binding protein	99.3	27.7	45.0
MGA_30528	LOCUS_163320	sequence11606:<1..558(+)	partial			WP_013529845.1	type I secretion system permease/ATPase	94.6	24.6	45.1
MGA_30536	LOCUS_163340	sequence11610:247..630(-)	partial			WP_011337713.1	site-specific integrase	69.3	21.9	41.7
MGA_30541	LOCUS_163360	sequence11612:<1..849(+)	partial			WP_003811151.1	MmgE/PrpD family protein	96.8	59.6	66.7
MGA_30542	LOCUS_163370	sequence11613:1..285(+)	partial			WP_024265718.1	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase	100.0	48.7	54.3
MGA_30553	LOCUS_163400	sequence11619:219..827(+)	internal_stop_codon	30..32(+)		WP_038093611.1	site-specific integrase	99.5	62.7	43.1
MGA_30556	LOCUS_163410	sequence11621:181..744(+)	partial			WP_011038259.1	SLC13 family permease	87.2	26.3	74.8
MGA_30564	LOCUS_163430	sequence11627:3..605(+)	partial			WP_010969481.1	PAS domain-containing sensor histidine kinase	94.5	21.7	74.1
MGA_30566	LOCUS_163440	sequence11628:95..>861(-)	partial			WP_011086220.1	bifunctional salicylyl-CoA 5-hydroxylase/oxidoreductase	98.8	32.5	61.0
MGA_30582	LOCUS_163490	sequence11637:95..409(+)	partial			WP_024265999.1	ATP-grasp domain protein	94.2	34.4	45.9
MGA_30591	LOCUS_163510	sequence11642:423..848(-)	partial			WP_011975604.1	cold shock domain-containing protein	94.3	69.3	90.2
MGA_30599	LOCUS_163540	sequence11646:15..221(+)	partial			WP_011087215.1	lipid-A-disaccharide synthase N-terminal domain-containing protein	89.7	58.7	73.8
MGA_30603	LOCUS_163560	sequence11648:<1..811(+)	partial			WP_011706692.1	nucleoside-diphosphate sugar epimerase/dehydratase	87.4	35.4	64.7
MGA_30611	LOCUS_163580	sequence11654:307..>860(-)	partial			WP_004194285.1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	100.0	35.3	70.1
MGA_30618	LOCUS_163590	sequence11659:95..>860(-)	partial			WP_010932879.1	alpha/beta hydrolase-fold protein	71.7	54.7	36.0
MGA_30627	LOCUS_163600	sequence11666:357..>859(-)	partial			WP_011962433.1	DUF58 domain-containing protein	99.4	53.6	80.6
MGA_30632	LOCUS_163610	sequence11669:3..533(+)	partial			WP_010921135.1	NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta	75.0	28.0	85.6
MGA_30644	LOCUS_163630	sequence11676:160..>859(-)	partial			WP_010868306.1	glycosyltransferase family 2 protein	75.0	55.1	28.3
MGA_30649	LOCUS_163640	sequence11680:109..453(-)	partial			WP_010919906.1	ligase-associated DNA damage response DEXH box helicase	31.6	4.2	72.2
MGA_30669	LOCUS_163660	sequence11693:257..709(+)	partial			WP_014330138.1	MBL fold metallo-hydrolase	84.7	38.3	59.8
MGA_30673	LOCUS_163690	sequence11695:148..>858(-)	partial			WP_028172821.1	sulfite exporter TauE/SafE family protein	53.4	40.3	60.3
MGA_30693	LOCUS_163770	sequence11705:259..600(-)	internal_stop_codon	259..261(-)		WP_011027270.1	SDR family NAD(P)-dependent oxidoreductase	97.3	41.1	47.3
MGA_30708	LOCUS_163800	sequence11714:229..>858(-)	partial			WP_014330120.1	heme biosynthesis protein HemY	78.0	29.9	32.5
MGA_30720	LOCUS_163820	sequence11723:231..>857(-)	partial			WP_010917934.1	transcription termination factor NusA	86.5	32.8	73.9
MGA_30733	LOCUS_163840	sequence11731:73..855(-)	partial			WP_125007056.1	IS256 family transposase	86.5	69.3	50.2
MGA_30739	LOCUS_163860	sequence11734:310..507(+)	partial			WP_011087158.1	elongation factor P	100.0	34.6	78.5
MGA_30746	LOCUS_163880	sequence11737:1..633(+)	partial			WP_013532590.1	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	71.0	20.1	79.9
MGA_30748	LOCUS_163890	sequence11738:215..379(+)	internal_stop_codon	185..187(+)		WP_013531033.1	DegQ family serine endoprotease	96.3	10.3	84.6
MGA_30762	LOCUS_163910	sequence11746:96..854(-)	partial			WP_013222035.1	amino acid deaminase/aldolase	92.9	61.7	53.5
MGA_30768	LOCUS_163930	sequence11750:<1..846(+)	partial			WP_118838340.1	histidine ammonia-lyase	90.7	50.4	56.1
MGA_30775	LOCUS_163950	sequence11753:305..583(-)	internal_stop_codon	647..649(-)		WP_000869201.1	bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE	98.9	19.1	58.2
MGA_30782	LOCUS_163970	sequence11757:<1..817(+)	partial			WP_013532371.1	HlyD family secretion protein	98.2	67.7	63.2
MGA_30786	LOCUS_163980	sequence11760:137..>856(-)	partial			WP_011035897.1	phosphoribosylformylglycinamidine synthase	100.0	17.7	69.9
MGA_30800	LOCUS_164010	sequence11768:206..>855(-)	partial			WP_004526850.1	translation initiation factor IF-2	100.0	22.1	77.2
MGA_30808	LOCUS_164030	sequence11774:<1..667(+)	partial			WP_011087749.1	SDR family NAD(P)-dependent oxidoreductase	99.5	68.4	63.8
MGA_30813	LOCUS_164040	sequence11776:284..>855(-)	partial			WP_010917924.1	polyribonucleotide nucleotidyltransferase	77.8	20.6	66.7
MGA_30817	LOCUS_164050	sequence11779:<1..635(+)	partial			WP_013532595.1	4-hydroxy-tetrahydrodipicolinate synthase	100.0	71.7	86.7
MGA_30821	LOCUS_164060	sequence11781:247..>855(-)	partial			WP_011402930.1	PAS domain S-box protein	67.8	8.1	33.3
MGA_30831	LOCUS_164090	sequence11787:62..>855(-)	partial			WP_010919912.1	acyl-CoA dehydrogenase family protein	99.2	64.1	63.6
MGA_30833	LOCUS_164100	sequence11789:171..383(-)	internal_stop_codon	171..173(-)		WP_162275486.1	YSC84-related protein	97.1	23.2	53.6
MGA_30843	LOCUS_164120	sequence11796:75..347(-)	internal_stop_codon	30..32(-),75..77(-)		WP_011038973.1	Do family serine endopeptidase	44.4	8.4	72.5
MGA_30867	LOCUS_164180	sequence11810:167..>854(-)	partial			WP_012640035.1	type II CAAX endopeptidase family protein	94.3	71.8	33.8
MGA_30868	LOCUS_164190	sequence11811:<1..833(+)	partial			WP_028054418.1	site-specific integrase	70.3	64.4	46.4
MGA_30870	LOCUS_164200	sequence11812:214..>854(-)	partial			WP_010919913.1	acyl-CoA dehydrogenase family protein	100.0	59.2	61.2
MGA_30873	LOCUS_164210	sequence11814:32..451(-)	partial			WP_002719921.1	methyltetrahydrofolate cobalamin methyltransferase	47.5	20.4	84.8
MGA_30878	LOCUS_164220	sequence11817:313..>854(-)	partial			WP_010944073.1	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	48.6	13.9	48.3
MGA_30885	LOCUS_164230	sequence11821:317..>853(-)	internal_stop_codon	317..319(-)		WP_064241711.1	transcription termination factor NusA	98.9	32.8	64.2
MGA_30887	LOCUS_164240	sequence11822:488..682(+)	partial			WP_013529238.1	YafY family protein	51.6	13.8	72.7
MGA_30891	LOCUS_164260	sequence11824:46..465(+)	partial			WP_003093301.1	TIGR02281 family clan AA aspartic protease	90.6	61.2	41.2
MGA_30893	LOCUS_164270	sequence11825:447..644(+)	frameshift,internal_stop_codon	399..401(+)	632	WP_156439539.1	IS3 family transposase	95.4	15.7	75.8
MGA_30907	LOCUS_164290	sequence11832:105..>853(-)	partial			WP_012256434.1	ABC transporter permease	87.9	58.0	41.4
MGA_30917	LOCUS_164300	sequence11838:38..>853(-)	partial			WP_014467599.1	RHS repeat-associated core domain-containing protein	94.8	15.7	27.4
MGA_30929	LOCUS_164310	sequence11847:364..852(-)	partial			WP_011393741.1	biosynthetic-type acetolactate synthase large subunit	70.4	19.5	36.0
MGA_30945	LOCUS_164370	sequence11858:19..438(-)	partial			WP_011038711.1	MetQ/NlpA family ABC transporter substrate-binding protein	85.6	44.7	54.2
MGA_30947	LOCUS_164380	sequence11859:<1..758(+)	partial			WP_037396013.1	sugar ABC transporter permease	100.0	57.3	86.5
MGA_30960	LOCUS_164410	sequence11866:<1..622(+)	partial			WP_004193828.1	ACP S-malonyltransferase	100.0	64.5	62.6
MGA_30964	LOCUS_164420	sequence11869:164..>851(-)	partial			WP_011405176.1	arsenite methyltransferase	84.2	71.1	50.5
MGA_30982	LOCUS_164470	sequence11881:381..845(-)	partial			WP_041670404.1	gamma-glutamyltransferase	92.9	23.6	54.1
MGA_30986	LOCUS_164480	sequence11884:49..642(+)	partial			WP_006315912.1	SDR family oxidoreductase	40.6	33.2	56.2
MGA_30995	LOCUS_164500	sequence11888:280..600(+)	partial			WP_012870136.1	ABC transporter ATP-binding protein	50.9	21.2	51.9
MGA_31002	LOCUS_164530	sequence11892:452..736(-)	partial			WP_011101662.1	helix-hairpin-helix domain-containing protein	64.9	25.3	57.4
MGA_31006	LOCUS_164540	sequence11894:157..288(+)	internal_stop_codon	133..135(+)		WP_011963130.1	TonB-dependent receptor	95.3	5.1	82.9
MGA_31019	LOCUS_164580	sequence11901:<1..837(+)	partial			WP_011962456.1	deoxyguanosinetriphosphate triphosphohydrolase	99.6	62.0	81.6
MGA_31031	LOCUS_164590	sequence11909:2..535(+)	partial			WP_008767220.1	methionine--tRNA ligase	98.3	24.2	44.8
